CHR	BP1	BP2	PRB	GEN	HWU_P	NWU_P	PWU_P	GEN_P
1	151156629	151159749	GI_13375749-S	TNFAIP8L2	7.16E-01	5.49E-01	6.82E-01	0.2404680371
1	151166022	151170297	GI_13128997-S	SCNM1	8.12E-01	7.44E-01	6.64E-01	0.4904095588
1	151169986	151176071	GI_7019556-S	TMOD4	5.00E-01	7.76E-01	2.93E-01	0.0253623611
1	151176300	151190213	GI_5174714-S	VPS72	3.63E-01	7.07E-01	2.37E-01	0.6896285001
1	151198030	151249531	GI_4505814-S	PIP5K1A	8.01E-01	4.89E-01	8.21E-01	0.3443646954
1	151200783	151201178	GI_29553982-S	HIST2H4A	3.08E-01	2.62E-01	3.36E-01	0.0636663627
1	151210344	151210877	GI_21328454-S	HIST2H2AA3	4.76E-01	4.67E-01	4.27E-01	0.0299929247
1	151252586	151254808	GI_22027639-S	HIST2H2BE	4.43E-01	8.50E-01	2.23E-01	0.7293904853
1	151254700	151267479	GI_5292160-A	PSMD4	9.22E-01	8.38E-01	8.13E-01	0.4685307644
1	151255101	151255537	GI_27436923-S	HIST2H2AC	6.78E-01	8.47E-01	4.00E-01	0.3373409829
1	151267728	151268921	GI_7705637-S	BOLA1	7.57E-01	5.15E-01	7.23E-01	0.1819891733
1	151271444	151286008	GI_7662271-S	SV2A	2.85E-01	7.63E-01	1.57E-01	0.7355907124
1	151281618	151291905	GI_24308226-S	ZNF687	1.49E-01	6.54E-01	9.52E-02	0.1623188967
1	151291443	151296378	GI_23111059-S	SF3B4	8.66E-01	7.33E-01	7.83E-01	0.678578541
1	151291797	151327715	GI_4505808-S	PI4KB	1.91E-01	6.09E-01	1.28E-01	0.7473936069
1	151296777	151305024	GI_32490578-I	MTMR11	3.29E-01	8.08E-01	1.38E-01	0.1212727767
1	151340640	151347293	GI_16905514-S	RFX5	1.48E-01	9.30E-01	5.02E-02	0.0157784365
1	151355443	151398518	GI_13325074-S	QSOX1	2.82E-01	8.00E-01	2.05E-01	0.5706131308
1	151399565	151401936	GI_22538466-S	PSMB4	6.88E-01	5.24E-01	6.79E-01	0.0001231383
1	151402724	151459465	GI_22027468-I	POGZ	1.99E-01	6.75E-01	1.64E-01	0.8927986416
1	151402724	151459465	GI_22027477-A	POGZ	8.46E-01	6.75E-01	8.14E-01	0.7403203554
1	151435419	151513453	GI_18105062-S	VPS45	8.93E-01	6.93E-01	8.97E-01	0.1922683805
1	151488279	151702640	GI_34147419-S	ACBD6	8.24E-01	7.02E-01	7.68E-01	0.2881925151
1	151510879	151538692	GI_16262451-S	CGN	4.64E-01	9.97E-02	6.19E-01	0.7595588442
1	151518106	151527756	GI_21361610-S	PLEKHO1	2.38E-01	6.75E-02	3.61E-01	0.6407241276
1	151540305	151583583	GI_9910595-S	TUFT1	8.36E-01	6.94E-01	7.61E-01	0.7953426256
1	151611988	151699083	GI_31742500-S	SNX27	9.14E-01	7.66E-01	8.98E-01	0.6963400236
1	151633525	151637335	GI_7705786-S	APH1A	4.23E-01	7.49E-01	2.91E-01	0.6835370597
1	151640906	151649050	GI_13375757-S	C1orf54	8.97E-01	7.04E-01	8.87E-01	0.2124406283
1	151661968	151677105	GI_34304320-A	MRPS21	2.66E-01	8.98E-01	1.31E-01	0.7420968717
1	151661968	151677105	GI_16950592-I	MRPS21	3.08E-01	8.98E-01	1.51E-01	0.7035189357
1	151689605	151721359	GI_4758555-S	PRPF3	8.35E-01	5.90E-01	8.49E-01	0.4133614397
1	151732629	151844644	GI_45433544-S	RPRD2	5.63E-01	5.96E-01	5.03E-01	0.4771419773
1	151759643	151763564	GI_22035596-S	MRPL9	1.51E-01	6.79E-01	1.26E-01	0.5324980045
1	151831599	152090309	GI_19923271-S	XPR1	7.99E-01	4.04E-01	8.94E-01	0.6942426056
1	151855629	151875895	GI_39725684-S	TARS2	1.66E-01	2.23E-01	1.71E-01	0.7142646977
1	151870866	151909885	GI_29029562-A	THEM4	4.75E-01	3.30E-01	4.95E-01	0.8124477122
1	151876297	151882073	GI_12707564-I	ECM1	2.64E-01	3.15E-01	2.58E-01	0.5138644354
1	151876297	151882073	GI_12707571-A	ECM1	4.57E-01	3.15E-01	4.72E-01	0.7976989122
1	151917624	151929196	GI_38016903-S	ADAMTSL4	5.70E-02	8.15E-01	1.66E-02	0.3425716837
1	151917624	151929196	GI_13376526-S	ADAMTSL4	9.33E-01	8.15E-01	8.91E-01	0.4566463818
1	151942802	151947994	GI_33519457-A	MCL1	1.51E-01	2.20E-01	1.47E-01	0.6208292809
1	151942802	151947994	GI_33519459-I	MCL1	4.66E-01	2.20E-01	7.69E-01	0.2815652914
1	151982910	151994238	GI_4506760-S	S100A10	7.67E-01	6.94E-01	6.25E-01	0.1487998531
1	151990344	151997841	GI_4758271-S	ENSA	8.14E-01	6.69E-01	7.47E-01	0.7522735584
1	152014434	152065394	GI_29826327-S	GOLPH3L	2.35E-01	4.29E-01	2.11E-01	0.9635059404
1	152032506	152037035	GI_5032056-S	S100A11	2.45E-01	3.76E-01	2.09E-01	0.6270207491
1	152098024	152133771	GI_23110961-S	CTSS	4.13E-01	4.70E-01	3.55E-01	0.7321473837
1	152106317	152115454	GI_23943905-S	TCHH	7.45E-01	5.88E-01	7.40E-01	0.3284817368
1	152164010	152176259	GI_23110958-S	CTSK	3.27E-01	4.11E-01	2.98E-01	0.6427856753
1	152172704	152231058	GI_34147519-S	STX6	2.79E-01	4.38E-01	2.60E-01	0.3131573666
1	152233302	152261856	GI_4504416-S	MR1	1.86E-01	6.82E-01	1.39E-01	0.5904002313
1	152288717	152291058	GI_45439368-S	IER5	5.41E-01	5.52E-01	4.63E-01	0.18960791
1	152294142	152332540	GI_41281392-S	SETDB1	7.38E-01	4.68E-01	7.54E-01	0.6387136903
1	152364612	152376164	GI_31377840-S	FAM63A	6.43E-01	7.59E-01	4.17E-01	0.5818481388
1	152376283	152403499	GI_24308262-S	PRUNE	3.53E-01	3.50E-01	3.44E-01	0.1067548863
1	152404339	152415398	GI_19923079-I	BNIPL	5.93E-01	6.63E-01	4.34E-01	0.2976954983
1	152415581	152419218	GI_34147608-S	C1orf56	8.77E-01	8.00E-01	7.54E-01	0.0086642371
1	152418769	152427442	GI_12965169-S	CDC42SE1	1.35E-01	8.08E-01	5.14E-02	0.6403763471
1	152427468	152436290	GI_21626459-S	MLLT11	8.23E-01	6.69E-01	7.58E-01	0.1067860263
1	152438397	152486334	GI_21389426-S	GABPB2	4.24E-01	5.65E-01	3.32E-01	0.0467934251
1	152499488	152514467	GI_16306551-S	SEMA6C	9.57E-02	4.15E-01	6.01E-02	0.1409396659
1	152524432	152527552	GI_13375749-S	TNFAIP8L2	4.27E-01	5.86E-01	3.18E-01	0.0292840344
1	152533825	152538100	GI_13128997-S	SCNM1	8.21E-01	5.36E-01	8.46E-01	0.4741455479
1	152537790	152543874	GI_7019556-S	TMOD4	7.56E-01	5.74E-01	7.14E-01	0.1250415992
1	152544103	152558013	GI_5174714-S	VPS72	8.05E-01	2.83E-01	9.30E-01	0.7443545707
1	152566349	152617334	GI_4505814-S	PIP5K1A	3.96E-02	8.16E-02	6.54E-02	0.0899783309
1	152622543	152635314	GI_5292160-A	PSMD4	6.01E-01	1.96E-01	9.45E-01	0.606154009
1	152622834	152623103	GI_30410038-S	LCE3A	3.05E-01	1.52E-01	6.94E-01	0.255968718
1	152650556	152660127	GI_24308226-S	ZNF687	7.36E-01	5.81E-01	6.61E-01	0.6351272319
1	152660019	152695935	GI_4505808-S	PI4KB	4.47E-01	7.07E-01	2.81E-01	0.6272945345
1	152675315	152676574	GI_30410046-S	LCE2C	5.92E-01	2.83E-01	7.79E-01	0.4554649667
1	152708791	152715444	GI_16905514-S	RFX5	9.39E-01	8.94E-01	9.24E-01	0.589893265
1	152767631	152770002	GI_22538466-S	PSMB4	8.13E-01	6.65E-01	7.33E-01	0.6720562568
1	152770790	152827420	GI_22027468-I	POGZ	4.24E-01	7.45E-01	1.73E-01	0.8025338006
1	152770790	152827420	GI_22027477-A	POGZ	8.24E-01	7.45E-01	8.10E-01	0.6783835546
1	152796751	152798181	GI_30387647-S	LCE1D	7.01E-01	6.80E-01	6.34E-01	0.5888109492
1	152804835	152806631	GI_30387651-S	LCE1C	8.80E-01	6.24E-01	9.53E-01	0.1316902695
1	152827473	152828097	GI_30387653-S	LCE1A	7.67E-01	6.22E-01	8.58E-01	0.5668140467
1	152878322	152885047	GI_25121988-S	SMCP	4.39E-01	4.58E-01	3.68E-01	0.0368454769
1	152879286	152906583	GI_16262451-S	CGN	7.07E-01	3.28E-01	8.04E-01	0.0692225129
1	152908196	152951455	GI_9910595-S	TUFT1	4.62E-01	7.82E-01	2.74E-01	0.7532877785
1	152908563	152911886	GI_44890058-S	IVL	5.41E-01	6.87E-01	3.62E-01	0.5440960639
1	152970652	152972593	GI_27436868-S	SPRR4	8.64E-01	5.32E-01	8.96E-01	0.723265198
1	152979810	153066720	GI_31742500-S	SNX27	5.67E-01	4.11E-01	5.54E-01	0.6137969419
1	152984088	152985814	GI_10835235-S	SPRR1A	2.82E-01	7.00E-01	1.81E-01	0.0170566891
1	153031203	153032900	GI_4507186-S	SPRR1B	8.17E-01	7.13E-01	5.60E-01	0.1223185336
1	153056120	153057512	GI_5174692-S	SPRR2A	7.01E-01	7.41E-01	5.28E-01	0.2941193161
1	153127254	153131172	GI_22035596-S	MRPL9	3.59E-01	3.54E-01	3.45E-01	0.739838812
1	153238619	153277644	GI_29029562-A	THEM4	3.65E-01	7.56E-01	2.50E-01	0.850198627
1	153350637	153361966	GI_4506760-S	S100A10	1.52E-01	1.70E-01	1.94E-01	0.0986179523
1	153357854	153361027	GI_9845520-S	S100A9	1.13E-01	1.46E-01	1.70E-01	0.0644062745
1	153373708	153375599	GI_5032058-S	S100A12	9.19E-01	8.53E-01	7.97E-01	0.001256334
1	153390032	153391188	GI_21614543-S	S100A8	4.66E-01	2.92E-01	6.21E-01	0.3763426813
1	153400219	153404748	GI_5032056-S	S100A11	8.88E-01	5.51E-01	9.05E-01	0.9324339844
1	153474124	153483261	GI_23943905-S	TCHH	8.27E-01	7.02E-01	8.30E-01	0.1876628451
1	153534600	153536241	GI_9845517-S	S100A6	6.12E-01	3.49E-01	7.47E-01	0.4734235575
1	153537147	153543296	GI_4506766-S	S100A5	3.66E-01	3.18E-01	3.95E-01	0.3066657781
1	153543619	153545806	GI_9845514-I	S100A4	1.85E-01	3.94E-01	1.23E-01	0.7483692853
1	153543619	153545806	GI_9845515-A	S100A4	3.44E-01	3.94E-01	2.78E-01	0.7895500258
1	153587169	153597671	GI_21361767-S	GLUL	4.87E-01	8.23E-01	2.79E-01	0.6100919755
1	153633982	153646306	GI_28875796-S	CHTOP	2.13E-01	4.65E-01	1.61E-01	0.9102418774
1	153658654	153661852	GI_39725677-S	SNAPIN	8.85E-01	7.59E-01	8.14E-01	0.2829127664
1	153661788	153671028	GI_24234746-S	ILF2	1.40E-01	9.07E-01	4.40E-02	0.011056393
1	153678617	153693992	GI_40254425-S	NPR1	7.53E-01	8.19E-01	4.77E-01	0.8663087921
1	153728050	153774079	GI_39995083-S	INTS3	8.18E-01	7.00E-01	7.20E-01	0.8360103602
1	153774354	153780157	GI_13236578-S	SLC27A3	4.82E-01	6.87E-01	3.25E-01	0.7053257616
1	153779235	153794860	GI_30795246-S	RNASEL	2.38E-01	7.66E-01	1.78E-01	0.565716982
1	153804224	153810014	GI_34452689-S	RGS16	7.44E-01	1.63E-01	9.64E-01	0.539118111
1	153804725	153922975	GI_21218437-S	GATAD2B	7.02E-01	4.39E-01	7.18E-01	0.4535487199
1	153929501	153946686	GI_7662151-S	DENND4B	5.79E-01	5.01E-01	5.40E-01	0.6758950262
1	153947672	153958656	GI_32171214-S	CRTC2	6.45E-01	8.07E-01	4.44E-01	0.6467801661
1	153959099	153968184	GI_34147669-S	SLC39A1	3.00E-01	7.66E-01	1.53E-01	0.4756672582
1	153967839	153974364	GI_31542090-S	CREB3L4	3.01E-01	1.37E-01	4.97E-01	0.5411847878
1	153974269	153977975	GI_38455406-S	JTB	4.72E-01	2.79E-02	9.92E-01	0.0649862265
1	153981617	153986377	GI_34850075-S	RAB13	1.68E-01	2.71E-01	1.74E-01	0.7411391542
1	153990649	153990918	GI_30410038-S	LCE3A	6.62E-01	4.29E-01	6.61E-01	0.7909644455
1	153990763	153992155	GI_15011937-S	RPS27	4.34E-01	5.63E-01	3.21E-01	0.0266780748
1	153994259	154035194	GI_13540532-S	NPL	2.37E-01	2.26E-01	2.74E-01	0.6496328202
1	154043128	154044387	GI_30410046-S	LCE2C	1.75E-01	9.66E-03	5.77E-01	0.107425177
1	154044114	154092793	GI_13514819-I	DHX9	2.55E-01	4.74E-01	2.48E-01	0.7462518401
1	154155304	154192135	GI_39725631-I	TPM3	7.05E-02	4.55E-01	5.09E-02	0.8660586046
1	154155304	154192135	GI_22748618-I	TPM3	4.56E-01	4.55E-01	3.99E-01	0.628326559
1	154164587	154166017	GI_30387647-S	LCE1D	1.11E-01	6.36E-01	6.01E-02	0.7727716882
1	154172671	154174467	GI_30387651-S	LCE1C	7.19E-01	5.81E-01	7.42E-01	0.5311771927
1	154195309	154195933	GI_30387653-S	LCE1A	6.22E-01	6.04E-01	4.72E-01	0.2534230864
1	154206707	154220797	GI_14149687-S	C1orf43	7.66E-01	4.54E-01	7.86E-01	0.2346468275
1	154220172	154271510	GI_7661941-S	UBAP2L	7.80E-01	6.32E-01	7.27E-01	0.1187576913
1	154228644	154350771	GI_9845497-S	LAMC1	8.33E-01	9.22E-01	5.69E-01	0.1923259002
1	154246164	154252889	GI_25121988-S	SMCP	2.83E-01	6.48E-01	1.63E-01	0.9349369995
1	154272563	154275875	GI_13435355-S	HAX1	7.46E-01	8.08E-01	5.26E-01	0.7125152945
1	154276405	154279728	GI_44890058-S	IVL	8.64E-01	4.71E-01	9.21E-01	0.2287838715
1	154325560	154351304	GI_40316836-S	ATP8B2	9.13E-01	9.46E-01	6.45E-01	0.2897412642
1	154338954	154340891	GI_27436868-S	SPRR4	8.36E-01	8.38E-01	6.30E-01	0.3316681482
1	154352386	154354112	GI_10835235-S	SPRR1A	3.54E-01	9.57E-01	1.38E-01	0.780032013
1	154399498	154401193	GI_4507186-S	SPRR1B	3.95E-01	3.99E-01	3.64E-01	0.6103762989
1	154405193	154469450	GI_31317250-I	IL6R	2.84E-01	4.27E-01	2.64E-01	0.7909836777
1	154405193	154469450	GI_31317248-A	IL6R	3.46E-01	4.27E-01	3.25E-01	0.6070591021
1	154424419	154425811	GI_5174692-S	SPRR2A	2.81E-01	6.67E-01	2.22E-01	0.6456923761
1	154548575	154558662	GI_38045949-S	UBE2Q1	8.57E-01	8.74E-01	6.24E-01	0.1740208856
1	154567781	154580026	GI_4502832-S	CHRNB2	8.13E-01	8.30E-01	6.37E-01	0.6659099865
1	154582057	154627999	GI_7669471-I	ADAR	1.49E-01	5.45E-01	1.36E-01	0.6557985163
1	154582057	154627999	GI_7669474-A	ADAR	7.98E-01	5.45E-01	8.06E-01	0.4553900527
1	154726043	154729216	GI_9845520-S	S100A9	9.20E-02	3.47E-01	9.57E-02	0.442002565
1	154741897	154743788	GI_5032058-S	S100A12	8.58E-01	6.88E-01	8.11E-01	0.6516353619
1	154758221	154759377	GI_21614543-S	S100A8	7.36E-01	3.74E-01	7.98E-01	0.5523860119
1	154760563	154795907	GI_4557786-S	NCF2	8.47E-01	5.04E-01	8.96E-01	0.038735386
1	154831187	154840935	GI_23238212-S	ARPC5	3.40E-01	3.40E-01	3.24E-01	0.128255324
1	154841067	155133408	GI_20127535-S	RGL1	7.50E-01	3.90E-01	8.07E-01	0.7755257276
1	154851232	154858271	GI_44888830-S	APOBEC4	6.22E-01	4.99E-01	5.64E-01	0.4189617799
1	154903041	154904682	GI_9845517-S	S100A6	6.56E-01	3.53E-01	8.27E-01	0.0340598278
1	154905588	154910190	GI_4506766-S	S100A5	4.66E-01	2.34E-01	6.66E-01	0.6920426306
1	154912044	154914231	GI_9845514-I	S100A4	2.58E-01	2.68E-01	2.72E-01	0.2706094883
1	154912044	154914231	GI_9845515-A	S100A4	3.11E-01	2.68E-01	3.39E-01	0.0223301832
1	154924732	154937008	GI_20127505-S	PMVK	6.05E-02	1.27E-01	6.17E-02	0.6759734852
1	154944080	154956091	GI_19923829-S	PBXIP1	1.60E-01	6.30E-02	8.91E-01	0.077671108
1	154957026	154961782	GI_34147514-S	PYGO2	4.32E-01	1.74E-01	8.91E-01	0.8618321709
1	154962298	154974483	GI_34147725-I	SHC1	7.39E-01	3.88E-01	8.12E-01	0.167491674
1	154974642	154979249	GI_4502856-S	CKS1B	7.89E-01	4.42E-01	8.35E-01	0.1279157738
1	154983294	154993111	GI_41872388-S	FLAD1	4.79E-01	2.17E-01	6.38E-01	0.4649760518
1	155002435	155014759	GI_28875796-S	CHTOP	9.33E-01	6.57E-01	9.39E-01	0.0208916553
1	155002627	155018525	GI_7705663-S	ZBTB7B	9.03E-02	5.78E-01	5.23E-02	0.8323739512
1	155027119	155030317	GI_39725677-S	SNAPIN	5.00E-01	6.07E-01	3.77E-01	0.0374856057
1	155030253	155039493	GI_24234746-S	ILF2	5.93E-01	5.62E-01	4.73E-01	0.9237735065
1	155033806	155050930	GI_22749028-S	DCST1	1.48E-01	2.57E-01	1.49E-01	0.5232376737
1	155047152	155062430	GI_40254425-S	NPR1	3.20E-01	6.11E-01	2.20E-01	0.5001590256
1	155051272	155062776	GI_11497001-S	ADAM15	1.02E-01	8.32E-01	4.49E-02	0.8597063663
1	155063737	155069553	GI_33359684-I	EFNA4	1.87E-01	2.20E-01	2.12E-01	0.8410077948
1	155063737	155069553	GI_33359685-A	EFNA4	5.58E-01	2.20E-01	7.07E-01	0.7086830534
1	155078872	155087538	GI_33359683-S	EFNA3	5.54E-01	4.57E-01	4.95E-01	0.4935225386
1	155096533	155142519	GI_39995083-S	INTS3	3.55E-01	5.05E-01	2.89E-01	0.2545478173
1	155127873	155134910	GI_33359679-A	EFNA1	6.41E-01	3.54E-01	7.16E-01	0.5302899668
1	155135344	155138858	GI_10047123-S	SLC50A1	1.70E-01	4.09E-01	1.36E-01	0.6479301311
1	155143732	155148599	GI_13236578-S	SLC27A3	4.18E-01	5.22E-01	3.33E-01	0.9229101641
1	155169408	155173328	GI_31341196-S	KRTCAP2	8.11E-01	3.93E-01	8.84E-01	0.8212531956
1	155173146	155291764	GI_21218437-S	GATAD2B	8.30E-01	8.76E-01	6.21E-01	0.2773541182
1	155195588	155208906	GI_40317629-S	THBS3	7.98E-01	8.41E-01	5.87E-01	0.5297716308
1	155208699	155213834	GI_38569474-S	MTX1	7.95E-01	8.94E-01	5.01E-01	0.2471253594
1	155234448	155244862	GI_4503934-S	GBA	7.37E-01	9.22E-01	3.95E-01	0.8868520931
1	155247205	155255483	GI_38146115-I	FAM189B	4.05E-01	8.61E-01	2.06E-01	0.6143442744
1	155247205	155255483	GI_38146117-A	FAM189B	9.04E-01	8.61E-01	7.46E-01	0.8392802176
1	155255979	155262428	GI_16445418-I	SCAMP3	6.70E-01	8.78E-01	3.78E-01	0.6375978088
1	155255979	155262428	GI_16445420-A	SCAMP3	7.81E-01	8.78E-01	5.03E-01	0.6698254284
1	155256573	155279110	GI_24308389-S	TSEN15	9.05E-01	8.98E-01	7.23E-01	0.8027509732
1	155262868	155273514	GI_4502882-I	CLK2	4.12E-01	8.76E-01	1.86E-01	0.8345765733
1	155277427	155289848	GI_38327036-S	HCN3	7.57E-01	9.52E-01	3.05E-01	0.7731183479
1	155289293	155308723	GI_32967595-I	PKLR	2.22E-01	9.61E-01	4.23E-02	0.9477697771
1	155298290	155315467	GI_7662151-S	DENND4B	9.00E-01	9.47E-01	4.01E-01	0.864676564
1	155308748	155320666	GI_41281370-S	FDPS	9.00E-01	9.08E-01	5.84E-01	0.889011241
1	155316461	155327445	GI_32171214-S	CRTC2	8.49E-01	9.21E-01	3.35E-01	0.535259866
1	155320849	155331118	GI_42476122-S	RUSC1	2.06E-01	9.38E-01	3.87E-02	0.640336673
1	155327888	155336973	GI_34147669-S	SLC39A1	9.81E-01	9.77E-01	9.68E-01	0.0505773718
1	155335261	155562825	GI_8922080-S	ASH1L	3.72E-01	7.48E-01	1.65E-01	0.1361833217
1	155336628	155343154	GI_31542090-S	CREB3L4	8.91E-01	9.69E-01	2.35E-01	0.7481329631
1	155343059	155346765	GI_38455406-S	JTB	1.01E-01	8.51E-01	1.50E-02	0.0230882065
1	155350407	155355167	GI_34850075-S	RAB13	9.56E-01	9.11E-01	8.38E-01	0.7629262411
1	155359556	155360948	GI_15011937-S	RPS27	9.05E-01	9.07E-01	4.71E-01	0.8486532394
1	155524124	155560933	GI_22748618-I	TPM3	6.76E-01	5.49E-01	6.33E-01	0.7692455184
1	155524124	155560933	GI_39725631-I	TPM3	7.86E-01	5.49E-01	7.94E-01	0.6691107738
1	155575492	155589582	GI_14149687-S	C1orf43	8.65E-01	9.04E-01	5.12E-01	0.7081581038
1	155588957	155640319	GI_7661941-S	UBAP2L	9.02E-01	8.61E-01	8.12E-01	0.7380776873
1	155591911	155833836	GI_40788019-S	C1orf21	3.39E-01	5.28E-01	2.70E-01	0.9921384319
1	155610170	155614967	GI_39780570-S	MSTO1	8.27E-01	8.90E-01	4.77E-01	0.7965279939
1	155641372	155644684	GI_13435355-S	HAX1	8.89E-01	8.33E-01	7.63E-01	0.4178623339
1	155659442	155689032	GI_20986494-I	YY1AP1	6.38E-01	6.35E-01	5.15E-01	0.4364019131
1	155689062	155739010	GI_16905527-A	DAP3	7.10E-01	5.40E-01	6.19E-01	0.4391235421
1	155694365	155720113	GI_40316836-S	ATP8B2	6.13E-01	6.05E-01	4.73E-01	0.6736956624
1	155749658	155859400	GI_33438579-S	GON4L	6.68E-01	2.44E-01	9.07E-01	0.1990817318
1	155774020	155838256	GI_31317250-I	IL6R	3.00E-01	1.82E-01	5.13E-01	0.649691459
1	155774020	155838256	GI_31317248-A	IL6R	5.73E-01	1.82E-01	9.16E-01	0.8005551526
1	155859469	155885199	GI_31377588-S	SYT11	6.17E-01	7.14E-02	9.90E-01	0.7684304766
1	155895030	155959449	GI_19923618-S	EDEM3	6.39E-01	1.51E-01	9.10E-01	0.6056421785
1	155897808	155911402	GI_31543551-S	RIT1	1.36E-01	2.95E-02	8.87E-01	0.5224182276
1	155913045	155934397	GI_7662371-S	KIAA0907	3.87E-01	2.64E-01	4.22E-01	0.8744909118
1	155917454	155927523	GI_38045949-S	UBE2Q1	7.98E-03	1.62E-01	1.01E-02	0.74889322
1	155936657	155948754	GI_4502832-S	CHRNB2	9.50E-01	9.13E-01	8.73E-01	0.6797017938
1	155946640	155983605	GI_15011973-S	ARHGEF2	7.50E-01	8.78E-02	9.94E-01	0.2670054359
1	155950933	155996946	GI_7669471-I	ADAR	6.00E-02	2.73E-02	1.73E-01	0.4685243932
1	155950933	155996946	GI_7669474-A	ADAR	1.83E-01	2.73E-02	5.28E-01	0.3665527815
1	155995721	156179017	GI_16757969-I	FAM129A	4.78E-01	5.60E-01	3.81E-01	0.3497391533
1	156009048	156020967	GI_6552341-S	SSR2	7.98E-02	1.54E-02	4.93E-01	0.9510452594
1	156054726	156058510	GI_7661727-S	LAMTOR2	2.70E-03	1.21E-03	5.28E-01	0.6001444179
1	156082546	156140089	GI_27436944-I	LMNA	2.50E-01	5.28E-01	1.57E-01	0.0125952444
1	156149944	156177751	GI_21361913-S	SEMA4A	5.09E-01	6.85E-01	3.47E-01	0.1129216545
1	156193932	156212796	GI_45237192-S	SLC25A44	3.37E-01	6.67E-01	2.28E-01	0.4027374199
1	156212988	156240077	GI_6005831-S	PMF1	6.91E-01	4.49E-01	6.95E-01	0.6129094072
1	156243321	156248488	GI_24432010-S	PAQR6	4.13E-01	3.09E-01	4.36E-01	0.0927182141
1	156249224	156286655	GI_24308040-S	SMG5	5.80E-02	1.62E-01	7.50E-02	0.0375200084
1	156282913	156292443	GI_14150097-S	TMEM79	5.97E-01	1.64E-01	8.61E-01	0.8410127915
1	156292687	156295689	GI_24307870-S	C1orf85	4.17E-01	5.03E-01	3.64E-01	4.71878578045537E-006
1	156293587	156305863	GI_20127505-S	PMVK	4.15E-01	4.56E-01	3.74E-01	0.1209633341
1	156308961	156338415	GI_31542291-S	CCT3	7.87E-01	1.28E-01	9.71E-01	0.7322836668
1	156312931	156324942	GI_19923829-S	PBXIP1	4.13E-01	9.39E-02	6.97E-01	0.5567190719
1	156325877	156330632	GI_34147514-S	PYGO2	7.42E-01	2.79E-01	8.97E-01	0.1173855888
1	156331148	156343332	GI_34147725-I	SHC1	2.13E-01	2.74E-01	2.36E-01	0.7622940896
1	156343491	156348098	GI_4502856-S	CKS1B	7.02E-01	3.49E-01	7.56E-01	0.4843007096
1	156352143	156361989	GI_41872388-S	FLAD1	3.18E-01	2.01E-01	3.85E-01	0.4916854841
1	156361485	156496278	GI_34222356-S	SWT1	9.60E-01	8.70E-01	9.49E-01	0.6426223214
1	156369189	156385221	GI_9966890-S	RHBG	1.50E-01	8.06E-02	2.78E-01	0.916732896
1	156371450	156387331	GI_7705663-S	ZBTB7B	4.16E-01	6.39E-02	7.32E-01	0.8908309961
1	156402087	156419230	GI_22749028-S	DCST1	7.84E-01	8.77E-01	5.00E-01	0.7127296454
1	156404256	156456591	GI_5453624-S	C1orf61	9.58E-01	9.34E-01	8.26E-01	0.0755703848
1	156419572	156431076	GI_11497001-S	ADAM15	1.86E-01	8.96E-01	7.56E-02	0.8303929848
1	156432037	156437827	GI_33359684-I	EFNA4	3.02E-01	9.18E-01	1.12E-01	0.8531002912
1	156432037	156437827	GI_33359685-A	EFNA4	9.53E-01	9.18E-01	8.68E-01	0.1963158465
1	156447141	156455807	GI_33359683-S	EFNA3	1.63E-01	9.51E-01	5.85E-02	0.8229834632
1	156463721	156500842	GI_40254821-S	MEF2D	8.09E-01	5.00E-01	8.46E-01	0.450957333
1	156496085	156503124	GI_33359679-A	EFNA1	5.17E-01	1.04E-01	9.06E-01	0.7821367717
1	156500884	156521692	GI_24475846-S	IVNS1ABP	8.39E-02	2.09E-02	5.97E-01	0.4227335622
1	156503558	156507073	GI_10047123-S	SLC50A1	1.47E-01	4.09E-02	6.23E-01	0.6959432626
1	156537739	156541659	GI_31341196-S	KRTCAP2	3.08E-01	2.12E-01	6.16E-01	0.6793199837
1	156560886	156573279	GI_40317629-S	THBS3	3.90E-01	5.24E-01	2.67E-01	0.6319722422
1	156573997	156579132	GI_38569474-S	MTX1	5.81E-01	5.00E-01	5.25E-01	0.3914261923
1	156591766	156594299	GI_21426826-S	APOA1BP	3.23E-01	5.26E-01	2.18E-01	0.185430951
1	156599733	156610147	GI_4503934-S	GBA	3.10E-01	2.02E-01	4.91E-01	0.3625293428
1	156612488	156620740	GI_38146117-A	FAM189B	1.28E-01	6.46E-02	4.14E-01	0.7746987384
1	156612488	156620740	GI_38146115-I	FAM189B	3.09E-01	6.46E-02	9.33E-01	0.6811492639
1	156619294	156625725	GI_11141886-S	HAPLN2	6.50E-01	1.66E-01	9.42E-01	0.7812937837
1	156621236	156627615	GI_16445420-A	SCAMP3	7.42E-02	1.77E-01	7.66E-02	0.3086765134
1	156621236	156627615	GI_16445418-I	SCAMP3	1.57E-01	1.77E-01	2.05E-01	0.8462476819
1	156628098	156638722	GI_4502882-I	CLK2	3.19E-01	5.43E-01	2.51E-01	0.4625787474
1	156641948	156659532	GI_38372930-I	BCAN	2.62E-01	6.07E-01	2.27E-01	0.5136089798
1	156642633	156655054	GI_38327036-S	HCN3	3.31E-01	6.72E-01	2.74E-01	0.1525583904
1	156654499	156666666	GI_32967595-I	PKLR	1.26E-01	3.84E-01	1.30E-01	0.7281200759
